CÓDIGO_UPE,PROGRAMA_DONO,NUMERO_AGENCIA,NOME_AGENCIA,REGIAO,UF,CIDADE,CONSTRUTORA,GRUPO,ID,NOME,UNIDADE,TIPO,GRUPO,COMENTÁRIO,QUANTIDADE,PRECO PAGO,VALOR TOTAL PAGO,PRECO LPU,VALOR TOTAL LPU,DIFERENÇA TOTAL,DISCREPÂNCIA PERCENTUAL,STATUS CONCILIAÇÃO,SOURCE_FILE,SHEET_NAME_orc
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,"FORRO GESSO ACARTONADO (INCLUI FURACAO, TABICA, PERFIS)",M2,C030 - PEQUENAS INTERVENÇÕES,,,33.57,499.35,16763.179500000002,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,UN,C030 - PEQUENAS INTERVENÇÕES,,,35.06,425.7,14925.042000000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),UN,C030 - PEQUENAS INTERVENÇÕES,,,59.13,514.64,30430.6632,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,"FORRO GESSO ACARTONADO (INCLUI FURACAO, TABICA, PERFIS)",UN,C030 - PEQUENAS INTERVENÇÕES,,,27.75,502.13,13934.1075,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,M,C030 - PEQUENAS INTERVENÇÕES,,,40.54,424.07,17191.7978,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M,C030 - PEQUENAS INTERVENÇÕES,,,32.51,154.44,5020.8444,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM C/ARGAMASSA,M,C030 - PEQUENAS INTERVENÇÕES,,,41.39,507.28,20996.319199999998,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),M2,C030 - PEQUENAS INTERVENÇÕES,,,48.5,246.69,11964.465,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,UN,C030 - PEQUENAS INTERVENÇÕES,,,13.54,304.55,4123.607,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE CAIXILHOS METALICOS C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,9.43,92.38,871.1433999999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,UN,C030 - PEQUENAS INTERVENÇÕES,,,45.07,262.78,11843.494599999998,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,M,C030 - PEQUENAS INTERVENÇÕES,,,59.84,91.62,5482.540800000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE PAINEL DO AA C/TRANSP.,M2,C030 - PEQUENAS INTERVENÇÕES,,,51.81,100.18,5190.3258000000005,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE CAIXILHOS METALICOS C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,36.19,237.01,8577.391899999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CHAPISCO INTERNO,UN,C030 - PEQUENAS INTERVENÇÕES,,,58.29,517.86,30186.059400000002,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,M2,C030 - PEQUENAS INTERVENÇÕES,,,41.22,326.81,13471.1082,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE CAIXILHOS METALICOS C/TRANSP.,UN,C030 - PEQUENAS INTERVENÇÕES,,,7.58,266.51,2020.1458,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,UN,C030 - PEQUENAS INTERVENÇÕES,,,58.34,459.56,26810.7304,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,50.66,309.52,15680.283199999998,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,M,C030 - PEQUENAS INTERVENÇÕES,,,32.82,469.39,15405.379799999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CIMENTO DESMPENADO E=2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,29.83,76.0,2267.08,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,UN,C030 - PEQUENAS INTERVENÇÕES,,,15.13,152.11,2301.4243,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,PT,C030 - PEQUENAS INTERVENÇÕES,,,49.15,587.01,28851.5415,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM COLADA,M,C030 - PEQUENAS INTERVENÇÕES,,,39.93,568.64,22705.7952,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,PT,C030 - PEQUENAS INTERVENÇÕES,,,57.9,558.06,32311.673999999995,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,M,C030 - PEQUENAS INTERVENÇÕES,,,43.06,245.41,10567.3546,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,PT,C030 - PEQUENAS INTERVENÇÕES,,,54.08,276.38,14946.6304,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,2.24,336.81,754.4544000000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M2,C030 - PEQUENAS INTERVENÇÕES,,,14.51,544.2,7896.342000000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M,C030 - PEQUENAS INTERVENÇÕES,,,17.43,296.39,5166.0777,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,15.34,289.05,4434.027,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M2,C030 - PEQUENAS INTERVENÇÕES,,,39.88,219.04,8735.315200000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,M2,C030 - PEQUENAS INTERVENÇÕES,,,40.73,590.66,24057.581799999996,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE FORRO MANUAL C/TRANSP.,UN,C030 - PEQUENAS INTERVENÇÕES,,,48.23,74.47,3591.6881,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,PT,C030 - PEQUENAS INTERVENÇÕES,,,9.27,118.26,1096.2702,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,M2,C030 - PEQUENAS INTERVENÇÕES,,,27.14,518.2,14063.948000000002,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CIMENTO DESMPENADO E=2CM,M2,C030 - PEQUENAS INTERVENÇÕES,,,58.17,556.56,32375.095199999996,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM COLADA,PT,C030 - PEQUENAS INTERVENÇÕES,,,29.65,136.11,4035.6615,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CIMENTO DESMPENADO E=2CM,M,C030 - PEQUENAS INTERVENÇÕES,,,23.36,591.33,13813.4688,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE PAINEL DO AA C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,17.83,420.99,7506.2517,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE PAINEL DO AA C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,10.13,185.06,1874.6578000000002,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PINTURA LATEX ACRILICO,M2,C030 - PEQUENAS INTERVENÇÕES,,,45.13,43.73,1973.5348999999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,M,C030 - PEQUENAS INTERVENÇÕES,,,4.36,309.62,1349.9432000000002,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M2,C030 - PEQUENAS INTERVENÇÕES,,,40.84,148.77,6075.766800000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),M2,C030 - PEQUENAS INTERVENÇÕES,,,37.54,257.34,9660.543599999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,UN,C030 - PEQUENAS INTERVENÇÕES,,,56.15,130.51,7328.1365,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),UN,C030 - PEQUENAS INTERVENÇÕES,,,24.35,406.3,9893.405,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,M2,C030 - PEQUENAS INTERVENÇÕES,,,1.55,376.48,583.5440000000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,M2,C030 - PEQUENAS INTERVENÇÕES,,,32.72,308.47,10093.1384,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,M2,C030 - PEQUENAS INTERVENÇÕES,,,52.88,228.02,12057.697600000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,UN,C030 - PEQUENAS INTERVENÇÕES,,,37.09,592.47,21974.712300000003,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CIMENTO DESMPENADO E=2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,55.97,71.12,3980.5864,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM C/ARGAMASSA,M2,C030 - PEQUENAS INTERVENÇÕES,,,53.49,448.03,23965.1247,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM C/ARGAMASSA,M,C030 - PEQUENAS INTERVENÇÕES,,,43.34,130.12,5639.4008,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM C/ARGAMASSA,PT,C030 - PEQUENAS INTERVENÇÕES,,,15.82,545.81,8634.714199999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE CAIXILHOS METALICOS C/TRANSP.,PT,C030 - PEQUENAS INTERVENÇÕES,,,49.93,36.01,1797.9793,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM COLADA,UN,C030 - PEQUENAS INTERVENÇÕES,,,10.53,270.68,2850.2604,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,M2,C030 - PEQUENAS INTERVENÇÕES,,,7.6,567.58,4313.608,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,MASSA UNICA,M2,C030 - PEQUENAS INTERVENÇÕES,,,50.24,353.68,17768.8832,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM COLADA,M2,C030 - PEQUENAS INTERVENÇÕES,,,19.19,540.4,10370.276,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,VIDRO TEMPERADO 10MM C/MOLA,M2,C030 - PEQUENAS INTERVENÇÕES,,,54.04,133.95,7238.657999999999,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,47.03,531.64,25003.0292,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PINTURA LATEX ACRILICO,M,C030 - PEQUENAS INTERVENÇÕES,,,55.62,149.68,8325.2016,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,RETIRADA DE PAINEL DO AA C/TRANSP.,M,C030 - PEQUENAS INTERVENÇÕES,,,53.0,24.62,1304.8600000000001,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INDICE ELETRICO - PONTO DE LUZ,PT,C030 - PEQUENAS INTERVENÇÕES,,,48.33,519.8,25121.933999999997,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,INSTALACAO DE FAIXA PODOTATIL L=25CM COLADA,M2,C030 - PEQUENAS INTERVENÇÕES,,,23.57,32.85,774.2745,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),PT,C030 - PEQUENAS INTERVENÇÕES,,,21.63,494.12,10687.8156,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,PISO VINILICO ROLO P/A (INCLUSO ARREMATE),M2,C030 - PEQUENAS INTERVENÇÕES,,,39.94,245.09,9788.8946,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
188292,,3149,MARINA MG,SUDESTE,SP,CAMPINAS,,,,CONTRA-PISO 2CM,UN,C030 - PEQUENAS INTERVENÇÕES,,,21.72,310.55,6745.146,,,,,Sem base LPU,SAMPLE_PADRAO1.XLSX,01
